 TITLE = "Parameters_0"
 VARIABLES = "iens" "pri"  "    E0" "    I0" "  Tinf" "  Tinc" " Trecm" " Trecs" " Thosp" " Tdead" " p_sev" "   CFR"
 ZONE T="Parameters_0"  F=POINT, I= 5000, J=1, K=1
    1    0   443.134918   351.135288     3.542002     4.762729    14.498421     4.204014     5.544073    15.063183     0.000956     0.008800
    2    0   464.439482   306.202846     3.804354     5.082985    15.661523     5.176467     5.806647    15.988398     0.000976     0.009257
    3    0   516.879597   254.143732     3.617116     5.797438    15.173277     5.344930     6.209191    15.299134     0.001005     0.010248
    4    0   537.824721   399.391830     3.955724     5.583458    13.187288     5.226938     5.687326    11.532303     0.001124     0.007921
    5    0   480.390004   449.412973     3.359920     6.187353    13.245726     4.760303     4.924384    16.079477     0.000807     0.010115
    6    0   554.042433   389.868802     3.744543     5.608320    14.827279     5.830664     6.059495    14.983335     0.000974     0.008322
    7    0   482.511996   345.426314     4.010099     5.553704    12.850415     4.561623     6.240059    16.572585     0.000859     0.007039
    8    0   510.173540   399.634466     3.742104     4.426605    11.976069     4.626859     5.785081    14.733160     0.000946     0.009018
    9    0   515.213132   415.375360     4.465391     4.591681    12.141049     5.364969     5.425520    15.198210     0.001015     0.009931
   10    0   477.398704   350.742943     3.767631     5.122765    13.322297     5.208887     6.966328    17.360510     0.001171     0.008957
   11    0   503.817862   387.942392     4.324245     5.239311    15.178445     4.516062     5.046323    17.246169     0.000856     0.008578
   12    0   347.844177   320.546440     3.593883     5.682494    13.817880     5.573841     5.350955    14.650153     0.000909     0.008468
   13    0   543.090050   423.029340     3.194860     5.667302    13.167582     5.899697     6.258888    15.432266     0.000953     0.008909
   14    0   512.891208   377.388068     4.410145     6.059402    12.500243     5.269309     5.237777    16.106659     0.000930     0.009970
   15    0   537.445746   350.600335     3.764261     5.565245    10.783023     4.810309     5.349537    16.014972     0.001076     0.008706
   16    0   484.955424   398.392097     4.218132     5.239215    15.538824     5.112979     5.945270    14.760414     0.001031     0.009051
   17    0   547.523693   352.629696     4.023639     6.486178    14.128289     4.912879     6.030491    13.691143     0.000954     0.009143
   18    0   521.614296   328.582927     3.685351     5.555278    12.736656     4.850135     6.155864    16.507796     0.000790     0.008078
   19    0   467.296429   400.920930     3.922369     5.356434    13.911512     5.697115     6.756192    12.628678     0.000914     0.008674
   20    0   471.474623   442.791765     3.597088     6.403880    11.125578     4.577095     6.473654    17.815137     0.000869     0.008714
   21    0   462.988355   354.380841     3.824319     5.126864    13.909403     4.730687     5.652138    16.666665     0.001062     0.009318
   22    0   494.970580   378.231869     3.658883     5.775818    12.769075     4.894057     6.982204    17.601789     0.001176     0.009687
   23    0   556.209664   450.502847     4.136862     5.317387    12.848233     5.703102     5.869520    17.656932     0.001045     0.007890
   24    0   508.647201   297.057204     3.729123     5.367384    12.197459     5.333046     5.935040    13.034453     0.001044     0.009974
   25    0   552.576532   347.838520     3.917453     5.949303    14.078091     4.550419     7.168510    17.522417     0.000968     0.008285
   26    0   411.357630   390.003958     4.667867     6.162025    15.094878     5.221270     6.474618    18.263120     0.001057     0.009432
   27    0   457.998521   345.645513     4.490736     6.172254    12.150062     5.927651     6.033788    18.080190     0.000989     0.009103
   28    0   394.851684   387.416570     3.285485     4.975065    15.337793     4.587556     6.399877    14.692982     0.001098     0.008778
   29    0   486.766257   313.774738     3.749689     4.912322    15.633373     5.246972     6.230491    13.158817     0.001053     0.009377
   30    0   537.615642   370.520106     3.507264     5.511356    13.479450     4.948329     5.801253    17.983294     0.001055     0.008688
   31    0   404.931435   423.546139     3.694694     6.005051    13.695295     4.702295     6.025431    18.487848     0.001079     0.008445
   32    0   540.286779   377.432142     3.067089     4.989471    12.790385     4.504767     6.368502    17.786522     0.000906     0.009606
   33    0   490.077766   346.790529     3.701358     5.748510    14.536386     6.004314     5.373012    16.065401     0.001171     0.009171
